"rich","year","agri_std","fallow_std","edge_std","NUTS_anon"
7,2007,1.3985483120535,2.33284156137589,-0.721333440129317,"a85abda2df5e3062e115b1cb1cac3e6bdb3cc895f6585af01cc0a42f096e6ae9"
13,2007,-0.672696905036557,2.33284156137589,-0.604785337251376,"a85abda2df5e3062e115b1cb1cac3e6bdb3cc895f6585af01cc0a42f096e6ae9"
11,2007,0.432019226197272,2.33284156137589,0.207792385481832,"a85abda2df5e3062e115b1cb1cac3e6bdb3cc895f6585af01cc0a42f096e6ae9"
16,2007,-0.585495910294187,2.33284156137589,0.727834305427504,"a85abda2df5e3062e115b1cb1cac3e6bdb3cc895f6585af01cc0a42f096e6ae9"
16,2007,-0.153311998862199,2.33284156137589,-0.773970246616035,"a85abda2df5e3062e115b1cb1cac3e6bdb3cc895f6585af01cc0a42f096e6ae9"
5,2007,1.52640515417181,2.61218464022008,-1.67255534259471,"a372b5d48abacf362142828ab95aaa3b156d3a5f2eaa70eb88d278ec14053afd"
12,2007,1.51983423615971,2.61218464022008,0.0421943257310128,"a372b5d48abacf362142828ab95aaa3b156d3a5f2eaa70eb88d278ec14053afd"
9,2007,0.845798603221126,2.06660754249881,-0.389456482989854,"17da2f5168910c71b623670cd1294ae901403e00817d2bae0efcc1adf0eceb1b"
10,2007,-1.19193868419341,2.06660754249881,0.19025529773483,"17da2f5168910c71b623670cd1294ae901403e00817d2bae0efcc1adf0eceb1b"
9,2007,-1.27216579291236,2.22046232660338,-0.659513235391159,"f2f165cc02090004f5373dd16f9eb7f0267bd3a5fe84379cced9b9b4650144ba"
2,2007,-1.64355149282188,2.22046232660338,-0.877627692513424,"f2f165cc02090004f5373dd16f9eb7f0267bd3a5fe84379cced9b9b4650144ba"
10,2007,0.370413390306198,2.22046232660338,0.168755890954099,"f2f165cc02090004f5373dd16f9eb7f0267bd3a5fe84379cced9b9b4650144ba"
6,2007,-0.956710998104437,2.08053685913457,-0.629232417418379,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
10,2007,0.419122668912251,2.22046232660338,-1.67255534259471,"f2f165cc02090004f5373dd16f9eb7f0267bd3a5fe84379cced9b9b4650144ba"
8,2007,0.549313623734329,2.22046232660338,-0.377162247792333,"f2f165cc02090004f5373dd16f9eb7f0267bd3a5fe84379cced9b9b4650144ba"
11,2007,0.966683751498286,2.06660754249881,-0.849451611764705,"17da2f5168910c71b623670cd1294ae901403e00817d2bae0efcc1adf0eceb1b"
17,2007,0.834140912141002,0.885711947725167,2.26213608973965,"ca3c0d021c45f566b3e4abe4014533741b0e795f199b2ace77bab7d9914fe50e"
8,2007,-1.15003450975105,1.51291342909791,0.122904816772995,"c314db49843dc7e43c04b1caeafe93d053b295f93179615eaae42dc733c0e87c"
9,2007,0.904676394515416,2.08053685913457,1.98670800312655,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
14,2007,1.38076281560062,1.51291342909791,-0.463600236090695,"c314db49843dc7e43c04b1caeafe93d053b295f93179615eaae42dc733c0e87c"
6,2007,-1.7262657814077,2.08053685913457,-1.08977712577472,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
4,2007,-0.854705675671497,0.885711947725167,0.370773057059799,"ca3c0d021c45f566b3e4abe4014533741b0e795f199b2ace77bab7d9914fe50e"
11,2007,0.160715544345904,1.51291342909791,-0.372498665793488,"c314db49843dc7e43c04b1caeafe93d053b295f93179615eaae42dc733c0e87c"
11,2007,0.0498828743229606,0.919961213233718,-0.652351496682773,"90da71b7cd131805f94ec9abb67c74afce2587e63db7ebf81a0f5fdcc08eb8e8"
10,2007,-1.31659138102556,2.08053685913457,-0.503610990532277,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
13,2007,-0.727981490254363,2.08053685913457,-0.294187437726573,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
14,2007,-0.299163242787321,2.06660754249881,-0.710752994037301,"17da2f5168910c71b623670cd1294ae901403e00817d2bae0efcc1adf0eceb1b"
10,2007,0.46031770996394,2.08053685913457,0.265085026394687,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
8,2007,0.108455574792778,2.06660754249881,1.59095567843073,"17da2f5168910c71b623670cd1294ae901403e00817d2bae0efcc1adf0eceb1b"
10,2007,-1.88520380688823,2.08053685913457,-0.750249679075136,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
7,2007,-1.59066155284194,2.08053685913457,-0.662161005848643,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
11,2007,1.25635246281824,2.06660754249881,-1.36641218705556,"17da2f5168910c71b623670cd1294ae901403e00817d2bae0efcc1adf0eceb1b"
16,2007,-0.0593983165921071,2.08053685913457,-0.362103701353623,"e2f97a8ac9ab592cfffcaefbdfa177eb98b912063c244e3967599bf090277525"
8,2007,0.379983647886442,1.7042548682621,-0.990295684817354,"58cd27d7d0ba8424542471221cff4776c0fe6836a7f0f440ec698b9ceb34cf9f"
11,2007,0.866510312959952,1.7042548682621,-0.32464779678871,"58cd27d7d0ba8424542471221cff4776c0fe6836a7f0f440ec698b9ceb34cf9f"
15,2007,1.0010744423932,1.95901566394123,-0.183242552380397,"cb78ddf0496635468a7b3df4df9338c961227fc0e7ca322329e0715b51a16106"
8,2007,0.946053930205,1.7042548682621,1.37270683991063,"58cd27d7d0ba8424542471221cff4776c0fe6836a7f0f440ec698b9ceb34cf9f"
9,2007,1.37747968186734,1.95901566394123,0.744421570534614,"cb78ddf0496635468a7b3df4df9338c961227fc0e7ca322329e0715b51a16106"
14,2007,1.19079518166482,1.7042548682621,0.302901109539062,"58cd27d7d0ba8424542471221cff4776c0fe6836a7f0f440ec698b9ceb34cf9f"
10,2007,1.4200077646078,1.7042548682621,-0.342961453699238,"58cd27d7d0ba8424542471221cff4776c0fe6836a7f0f440ec698b9ceb34cf9f"
14,2007,1.28846806527714,1.95901566394123,0.353027699192557,"cb78ddf0496635468a7b3df4df9338c961227fc0e7ca322329e0715b51a16106"
5,2007,-0.329107427641718,1.95901566394123,-0.473821057796108,"cb78ddf0496635468a7b3df4df9338c961227fc0e7ca322329e0715b51a16106"
3,2007,-1.47771147570217,2.28025863457439,-0.85263920637582,"f5f25332b84f322c7cbbbcf740eaf8e63acf96e8618abd62684379c55061566e"
8,2007,-0.288894955912539,1.95901566394123,-0.632104935132361,"cb78ddf0496635468a7b3df4df9338c961227fc0e7ca322329e0715b51a16106"
8,2007,-0.741881236826632,1.7042548682621,-0.291163409695851,"58cd27d7d0ba8424542471221cff4776c0fe6836a7f0f440ec698b9ceb34cf9f"
10,2007,-0.0453292836592999,2.28025863457439,-0.822846682182828,"f5f25332b84f322c7cbbbcf740eaf8e63acf96e8618abd62684379c55061566e"
8,2007,-0.360940364035835,0.919961213233718,1.56980242887864,"90da71b7cd131805f94ec9abb67c74afce2587e63db7ebf81a0f5fdcc08eb8e8"
18,2007,0.733535680439313,2.34211725498152,-0.267720708901685,"0a75f1b8e162dd7db396cf31eab84def9f1be5200636a02bc01a85a484b2eb3f"
10,2007,-0.27172954350805,2.34211725498152,-0.149018643517718,"0a75f1b8e162dd7db396cf31eab84def9f1be5200636a02bc01a85a484b2eb3f"
4,2007,-1.88165248405063,2.34211725498152,-1.35856646369528,"0a75f1b8e162dd7db396cf31eab84def9f1be5200636a02bc01a85a484b2eb3f"
12,2007,1.0445579132805,0.919961213233718,-0.247905718393694,"90da71b7cd131805f94ec9abb67c74afce2587e63db7ebf81a0f5fdcc08eb8e8"
14,2007,1.27627841126839,1.7042548682621,-0.30588601816701,"58cd27d7d0ba8424542471221cff4776c0fe6836a7f0f440ec698b9ceb34cf9f"
11,2007,-0.127606686183432,2.34211725498152,0.369524689077252,"0a75f1b8e162dd7db396cf31eab84def9f1be5200636a02bc01a85a484b2eb3f"
6,2007,-1.52392015329062,1.95392995536791,-0.727957665581006,"5298640a08e932df386f6492e8fb77ce8b4fcb84f4df179f1a5858529c18b7b3"
12,2007,1.56378812703145,1.95392995536791,-1.11753325972153,"5298640a08e932df386f6492e8fb77ce8b4fcb84f4df179f1a5858529c18b7b3"
10,2007,-0.107780611772097,1.75690950625574,-0.341392604322486,"36bc0a6e58c5ec1c355739d22872007dbe4f10b2b6a764e357fb7b21d8b5c73d"
11,2007,1.55352292590728,1.75690950625574,-0.553031896155339,"36bc0a6e58c5ec1c355739d22872007dbe4f10b2b6a764e357fb7b21d8b5c73d"
17,2007,0.396132743802842,1.75690950625574,0.329744749905091,"36bc0a6e58c5ec1c355739d22872007dbe4f10b2b6a764e357fb7b21d8b5c73d"
10,2007,0.786569596909442,1.7042548682621,-0.416775088003371,"58cd27d7d0ba8424542471221cff4776c0fe6836a7f0f440ec698b9ceb34cf9f"
17,2007,0.51623517455437,1.75690950625574,-0.338326195213379,"36bc0a6e58c5ec1c355739d22872007dbe4f10b2b6a764e357fb7b21d8b5c73d"
12,2007,0.184181407960712,1.75690950625574,-0.81092485174448,"36bc0a6e58c5ec1c355739d22872007dbe4f10b2b6a764e357fb7b21d8b5c73d"
16,2007,0.951999556094695,1.75690950625574,-0.858946298017268,"36bc0a6e58c5ec1c355739d22872007dbe4f10b2b6a764e357fb7b21d8b5c73d"
13,2007,-0.240732866955519,2.28194746685764,0.55957582943442,"e4129d35e69da292ad6afc67d64aa503fb086e64d9df04118a58d9e9bedb62db"
13,2007,1.21300629333653,1.95901566394123,-0.230551057924204,"cb78ddf0496635468a7b3df4df9338c961227fc0e7ca322329e0715b51a16106"
14,2007,1.3272608992147,1.95901566394123,0.871864970675991,"cb78ddf0496635468a7b3df4df9338c961227fc0e7ca322329e0715b51a16106"
10,2007,0.787070275834605,2.28025863457439,0.304781037458259,"f5f25332b84f322c7cbbbcf740eaf8e63acf96e8618abd62684379c55061566e"
4,2007,-1.85642230362892,2.28025863457439,-0.506015575590013,"f5f25332b84f322c7cbbbcf740eaf8e63acf96e8618abd62684379c55061566e"
11,2007,-1.03210383743215,3.21188220516181,-0.667533150464126,"1a384109699ecc77969c182e11508448b4dd8091a5454c6a206712fcfbeab727"
6,2007,-0.944866980420773,3.21188220516181,-0.373085505664832,"1a384109699ecc77969c182e11508448b4dd8091a5454c6a206712fcfbeab727"
10,2007,0.930704818639755,-0.650773050459314,-0.38697404855852,"ee846cf2da1941fd0baf0f0d9aa5a06278ca2eda214da63c573ff0aeed3a1237"
5,2007,-0.390042248299387,2.421342827804,1.0284303604684,"a7bc6bfec0c6c7040ed19e413cc41a8e02b5a879cb5add7de004688cf467b78e"
3,2007,-1.65983450928509,0.0592591283201773,0.054543179229853,"2659f04c367c7d15c5e8119d7498da917356f4ce53d0aa2998cf733954eea7e4"
7,2007,-0.563781688511883,0.0592591283201773,0.765717201094565,"2659f04c367c7d15c5e8119d7498da917356f4ce53d0aa2998cf733954eea7e4"
5,2007,0.409766493414726,-0.142016780792801,0.643484862048503,"2f2a30782af9a3fb09d780effac624c288d79e0a57f5a9ac7af99ecbfe4ff38b"
9,2007,1.03363924711155,-0.685317766965234,0.965528312419813,"4126a56319ef5a311d7ce0827c32810dc7c2bf6f1a8b9902218e92069e25e97d"
6,2007,-1.16608889434914,2.45379461582107,2.56145435836879,"e380c2befef925f92e08d64cd922b24f6136ed81db385a401e65f06a65196bed"
3,2007,-1.09632504447413,-0.076418558809485,-0.454421063926182,"20b82f08a481638cdfc08ad07025f933984e384da08dc22db090599d7decacd7"
6,2007,-0.280262914999607,-0.00308432197654702,0.185580805163394,"62240a90235b38fcad56b81878056badfaf9e958671f1445a1c04bfa0f2fa8f2"
1,2007,-0.716874614779434,-0.125843183974627,-1.17466636946783,"3bb4c0bc5bf05e0ae449d7c421286bc27911ce33e219440b751a65849e86811d"
7,2007,-0.907818788393259,-0.00308432197654702,0.308902686938713,"62240a90235b38fcad56b81878056badfaf9e958671f1445a1c04bfa0f2fa8f2"
3,2007,-1.04766926223789,-0.2470327815837,0.184429334285957,"f728f589faa5adb3d7561e3123ed1bd0c3cef81ac6c9c462d6f588b77dce4751"
9,2007,0.963491617216976,0.495072180593208,-0.739598876210135,"b154b6d353f97b4edeef6691be17af4ea2c089ae7862fcf559bd972762fd3165"
8,2007,1.32226081049949,0.495072180593208,-1.14836549079647,"b154b6d353f97b4edeef6691be17af4ea2c089ae7862fcf559bd972762fd3165"
6,2007,-1.21098974417631,-0.685317766965234,0.278036546475751,"4126a56319ef5a311d7ce0827c32810dc7c2bf6f1a8b9902218e92069e25e97d"
6,2007,-0.954307782918512,-0.125843183974627,0.266553831313381,"3bb4c0bc5bf05e0ae449d7c421286bc27911ce33e219440b751a65849e86811d"
2,2007,-1.67852128306155,-0.125843183974627,-0.781081519447753,"3bb4c0bc5bf05e0ae449d7c421286bc27911ce33e219440b751a65849e86811d"
9,2007,0.483804314953804,-0.91514154598524,-0.509722233267454,"e426950c86835d046abcfc0f988bc685421b664a543a73d2527eaa60e3c1ab43"
5,2007,-0.9665760052976,-0.125843183974627,-0.0983222381513865,"3bb4c0bc5bf05e0ae449d7c421286bc27911ce33e219440b751a65849e86811d"
3,2007,-1.61319091284808,-0.91514154598524,0.651943521440954,"e426950c86835d046abcfc0f988bc685421b664a543a73d2527eaa60e3c1ab43"
3,2007,-0.636404120730283,-0.125843183974627,-0.258287903873808,"3bb4c0bc5bf05e0ae449d7c421286bc27911ce33e219440b751a65849e86811d"
3,2007,-0.483935787828017,-0.91514154598524,-0.159873120228883,"e426950c86835d046abcfc0f988bc685421b664a543a73d2527eaa60e3c1ab43"
6,2007,-1.23964164200615,-0.2470327815837,0.751483506645495,"f728f589faa5adb3d7561e3123ed1bd0c3cef81ac6c9c462d6f588b77dce4751"
7,2007,-1.01800469645123,-0.835851635045921,-1.22391472200547,"1366f4ca81f1c937a94887a99287f0b0dc4a1292e78d5b4787ed367fc4c93653"
9,2007,-1.55215238524239,0.963908110967888,-0.331332770973885,"8fd0dc76de315bad7e33106b6cfab796da0a16b9b1a24a907da5dc35faa4396d"
8,2007,-1.32136096453509,0.429784124958972,4.74769711751151,"5f69dc59fc48ee79c44f6bb85f7fda3f1f0daa31df86dc9f9f1529c13dba17c4"
8,2007,-0.40706460466492,0.394660968285093,0.154371812809283,"2f02cc264188a76332876f2fd9066145750dd541f8fe2bd994e749776345c88d"
5,2007,0.889351405419617,-0.477637835810348,-0.964636972003191,"fa814eaf9341fbdaf6cb831ea182306574bf4d010aa05bbd12397a0d1de68c74"
6,2007,1.2926306003605,-0.650773050459314,-0.709589180093777,"ee846cf2da1941fd0baf0f0d9aa5a06278ca2eda214da63c573ff0aeed3a1237"
5,2007,-0.807045655172044,-0.650773050459314,-0.455597483096826,"ee846cf2da1941fd0baf0f0d9aa5a06278ca2eda214da63c573ff0aeed3a1237"
3,2007,-0.761582928586565,0.315904985349815,2.60362384024268,"e2556d6d0ea64aea140a3b3989244d1a8cddbcea12851b0304e5872a3d33ad43"
2,2007,-0.247105133129216,0.315904985349815,0.702393745882264,"e2556d6d0ea64aea140a3b3989244d1a8cddbcea12851b0304e5872a3d33ad43"
7,2007,-1.46834625074212,1.88055948024183,-1.26171569091656,"d6ddef074a42af9e14c37e7221285337f7adcd4d98d2266628229d342403c986"
6,2007,-0.869734081107372,-0.329586649189159,-1.24402524479535,"e91895de2a5ea3edd50a811331cada7aa27d65fa8e9db342e5a92c08d2411318"
3,2007,-1.06061225391158,-0.329586649189159,-0.43925130236654,"e91895de2a5ea3edd50a811331cada7aa27d65fa8e9db342e5a92c08d2411318"
9,2007,-0.904733412350276,0.79349766667427,-0.035523434217825,"b7d1bf8b6f22e0321e04d725bf440e801fa05006d2b9b4aefc8a6168f8ad2e27"
1,2007,-1.5180938224537,-0.683340680175296,-0.895034103353507,"6ecbbb2054be09c40aeea12a5b79561e39beae7fe59b214aba6d080337ff02ef"
5,2007,-1.21234141510694,-0.683340680175296,-1.19550165896092,"6ecbbb2054be09c40aeea12a5b79561e39beae7fe59b214aba6d080337ff02ef"
11,2007,1.30325330430226,-0.683340680175296,-0.388544770006182,"6ecbbb2054be09c40aeea12a5b79561e39beae7fe59b214aba6d080337ff02ef"
6,2007,-0.93037291975256,0.370744356093926,2.72193278204409,"8302af5129b90dd109d25b13fc8eabf6d9b50f24e0fbbb4886dcfb805e87cec4"
8,2007,0.488398868034552,-0.683340680175296,0.653897189913719,"6ecbbb2054be09c40aeea12a5b79561e39beae7fe59b214aba6d080337ff02ef"
9,2007,-0.627366121318643,1.27105043126519,0.598710617582583,"abab80cc4becf0e7b38395e050bbf2896a6dfd498e422233d32cebdf45add294"
7,2007,0.59257022670841,0.860645327508129,-0.157589638406593,"9edfa82dadc2d359ad7c73c5033d290fd1e67008f43bda747264afcd6c3f5863"
8,2007,-0.273865379879388,1.2333245134714,-0.317593834649302,"719295f923b11064deac797d099ac532f5697bbb3f00f17086151094a8206357"
6,2007,0.797444544593254,-0.2470327815837,-1.16431911247913,"f728f589faa5adb3d7561e3123ed1bd0c3cef81ac6c9c462d6f588b77dce4751"
9,2007,0.979637319969374,0.394660968285093,-1.0174202676009,"2f02cc264188a76332876f2fd9066145750dd541f8fe2bd994e749776345c88d"
5,2007,-0.326049441602689,0.641314874851358,-0.142543518843888,"78e6fe9beb53bff07cf24972fcc2a95566c6f5420e58fabf866cacd5f05f8077"
7,2007,-0.00741733496070602,0.641314874851358,3.39340425050718,"78e6fe9beb53bff07cf24972fcc2a95566c6f5420e58fabf866cacd5f05f8077"
8,2007,-0.0509540497564306,2.45379461582107,1.58240945044267,"e380c2befef925f92e08d64cd922b24f6136ed81db385a401e65f06a65196bed"
4,2007,1.55866095022328,0.380664938077973,-1.52377283444588,"b09ab7f09c8c707b608ad511d6cc87e67b23ebe172eb6065d7be1daf5eb89fb2"
8,2007,0.298150810983812,0.380664938077973,-0.183241432578555,"b09ab7f09c8c707b608ad511d6cc87e67b23ebe172eb6065d7be1daf5eb89fb2"
9,2007,0.859277961546566,0.380664938077973,-1.01103536379234,"b09ab7f09c8c707b608ad511d6cc87e67b23ebe172eb6065d7be1daf5eb89fb2"
11,2007,1.12941258776613,-0.232472525396219,-0.979084911902404,"0f41dbe3e4151c9610f563767c4da7c6356af31c9c39fe54f2db72693aa037d3"
11,2007,1.20404835769298,-0.232472525396219,-0.919195129136671,"0f41dbe3e4151c9610f563767c4da7c6356af31c9c39fe54f2db72693aa037d3"
9,2007,-0.708965314543249,-0.232472525396219,0.832222934766493,"0f41dbe3e4151c9610f563767c4da7c6356af31c9c39fe54f2db72693aa037d3"
4,2007,-0.687213529526044,-0.232472525396219,-1.21548869616725,"0f41dbe3e4151c9610f563767c4da7c6356af31c9c39fe54f2db72693aa037d3"
13,2007,-0.346389287373803,1.92566249873426,-1.0660679977946,"583971e6a0ee798fd3338a8471e8f0a7e4b61b3c00daa26c2a10202ce668d969"
7,2007,-1.12340089927101,1.27340413494354,-0.638602467069812,"eed299e8bc6d65af476b9aea81cdfed39c252991f77710d51a2e1b18b150f603"
9,2007,-0.241098167284131,-0.232472525396219,0.970861841634213,"0f41dbe3e4151c9610f563767c4da7c6356af31c9c39fe54f2db72693aa037d3"
5,2007,-1.28561194967045,0.870233969172815,-0.440939296914297,"2ee3e21b329747d93ee79a6c1df8e1c5ceae445014bf1eb32a9ea9adc659ba0f"
7,2007,-0.146117541717084,1.10918081604522,0.63388142888732,"42236cd6fde0487700f3b77aaf3b5c24022338abbe9f3e4dd08ea54c82c5f0d4"
2,2007,-1.73565847427451,1.10918081604522,-0.575625796847645,"42236cd6fde0487700f3b77aaf3b5c24022338abbe9f3e4dd08ea54c82c5f0d4"
7,2007,0.341495012892585,0.678246347848699,1.32893585136671,"d9671171a0074463e47d4da91b5769668a6b75ed73b71fe010d0960f6c3d6fea"
3,2007,1.00940122981601,-0.63989723620213,0.682420577351616,"23c4570ed1368af8ece9d3146e1497495dbb77880503ce729500636814d51caf"
4,2007,0.914766813024284,-0.232472525396219,-0.670453112492511,"0f41dbe3e4151c9610f563767c4da7c6356af31c9c39fe54f2db72693aa037d3"
7,2007,-0.466819456701924,0.450069414024317,1.43492321642516,"6899ba233dfe0fc51548c2ec74787e727911974b95bb5c25bcd038a977d5d815"
2,2007,-1.89928281623986,1.49001210146407,-1.02073207909969,"2f969bbc5120d53caf27766868d023760ecd7099b7836df7dc71229c3e29ecfe"
6,2007,0.358342870649413,1.49001210146407,-0.827378987074409,"2f969bbc5120d53caf27766868d023760ecd7099b7836df7dc71229c3e29ecfe"
0,2007,-1.89241214493699,1.27520160344039,-0.276060370150344,"e21603ed51c24eb0ac5f8111e369cbf737dce507a2830cccd1ec84f1b63e4944"
10,2007,0.934024664095579,1.27520160344039,-0.354552077636732,"e21603ed51c24eb0ac5f8111e369cbf737dce507a2830cccd1ec84f1b63e4944"
11,2007,-0.397325642107121,-0.63989723620213,-0.821884435802242,"23c4570ed1368af8ece9d3146e1497495dbb77880503ce729500636814d51caf"
6,2007,-0.836697325331572,-1.47389376710088,1.09219887759907,"14cdd398c4e93675d06f416095537912843d19375f6f5cf1d0b7cb5d264d94d0"
7,2007,-0.160088995974514,-1.47389376710088,0.261126489988829,"14cdd398c4e93675d06f416095537912843d19375f6f5cf1d0b7cb5d264d94d0"
9,2007,0.418824373324534,1.04064023212198,1.14017362335978,"4f0870885dec40c4dfa0415611f2ecae5056870c78b906da8bf18cca49270314"
7,2007,0.277269092990546,-0.118391877033564,0.337039888811536,"20cff4b82e063738421774effdb85a701feda887202181e3177f426a581993f8"
8,2007,-0.27896085343771,1.65856779048408,0.50620775538441,"9342d283ca5adbd1a4af34c9148f89442eea2f5930634c1eb0039374a2bc950f"
6,2007,1.14336505284902,0.689403950325739,-0.578617609055049,"d18e59ee120bb13b0b8e75394eb76d8a84232c65b81367718740751d473484f9"
13,2007,-0.260790375479173,1.8654242661251,-0.459581754169997,"ceebfe4d72be7806354b56331b110cab77a1743fe8a8c8afcad7dfc1fce671c4"
10,2007,-0.537363774937608,1.8654242661251,0.137108116488009,"ceebfe4d72be7806354b56331b110cab77a1743fe8a8c8afcad7dfc1fce671c4"
