"NUTS_code","NUTS_year","n_bird","year","ARAB","GRAS","SEFA","fallow_per","is_bird"
"DE132","DE132_2016",6,2016,18262.8465152883,23985.441592,899.558410650884,2.12921860494437,1
"DE133","DE133_2007",1,2007,9569.9265577,10060.136333,991.66297806,5.05175650012723,1
"DE133","DE133_2010",1,2010,9944.906769,9527.84325,513.827133526,2.63869835038527,1
"DE133","DE133_2016",2,2016,9802.908975,9497.799232,489.66013247518,2.53700603741364,1
"DE134","DE134_2016",4,2016,26748.112405,20844.000001,1668.78708357336,3.50643625426253,1
"DE135","DE135_2007",1,2007,16473.275757,13832.540576,671.011183,2.21413333871933,1
"DE135","DE135_2010",1,2010,16707.995052,13184.948632,236.0709977,0.789721481415547,1
"DE135","DE135_2016",3,2016,16229.207985,13519.200228,344.62201419,1.15845530867564,1
"DE136","DE136_2016",2,2016,14678.84146,23279.344467,433.9718556196,1.14328924057172,1
"DE137","DE137_2016",1,2016,8383.2759711592,15571.879754,360.3546829538,1.50428862616549,1
"DE138","DE138_2007",1,2007,18536.68392068,13763.2428209,1488.49081449,4.6083411470214,1
"DE139","DE139_2007",2,2007,6837.0404095,14964.434046,710.9321902972,3.26093628093052,1
"DE139","DE139_2010",4,2010,6990.6995307,14423.891906,382.646624886,1.78684998972348,1
"DE139","DE139_2016",4,2016,6780.946938368,14600.594048,432.333368902,2.02199349980265,1
"DE141","DE141_2007",3,2007,19910.702488,22673.036866,789.598537,1.85422546018339,1
"DE141","DE141_2010",4,2010,20033.400416,22338.626973,200.006892,0.472025778147974,1
"DE141","DE141_2016",4,2016,19950.946093,22950.176553,590.20935672378,1.37574338460537,1
"DE142","DE142_2007",2,2007,12937.618696,6174.04138,692.381827,3.62282409924964,1
"DE142","DE142_2010",3,2010,13380.308281,6402.941342,269.9766464,1.36467290028088,1
"DE142","DE142_2016",4,2016,12655.784896,7152.470205,301.9335184,1.5242812497137,1
"DE143","DE143_2007",2,2007,12546.8350924,20485.153653,1113.784371,3.37183564569694,1
"DE143","DE143_2010",3,2010,12755.3355447,20640.744997,585.3202105,1.75266139321092,1
"DE143","DE143_2016",3,2016,12100.7730286917,21959.41105,683.9320509347,2.008010436334,1
"DE145","DE145_2007",1,2007,56971.0872851,19612.691163,1113.84126365,1.45440886597785,1
"DE145","DE145_2010",1,2010,55093.602406,18526.767339,347.063499,0.471423194697513,1
"DE145","DE145_2016",2,2016,54359.563046,19494.666484,626.891348469,0.84882254199721,1
"DE146","DE146_2007",3,2007,51004.1304661,25712.3907675,946.31631879,1.23352350129184,1
"DE146","DE146_2010",2,2010,51872.631204,24230.25304,238.019567,0.312760244719326,1
"DE146","DE146_2016",6,2016,51025.158454,24262.218925,446.986019166,0.593706454822902,1
"DE147","DE147_2007",1,2007,13073.72412,12572.746312,871.524487,3.39822389716664,1
"DE147","DE147_2010",1,2010,13592.0610589,11694.4422374,452.4911472,1.7894571736465,1
"DE147","DE147_2016",2,2016,13424.034557,11646.0593541,411.839016,1.64275019256172,1
"DE148","DE148_2007",4,2007,25055.876126,60763.444115,909.03006893,1.05923708831209,1
"DE148","DE148_2010",4,2010,26804.602851,57811.646946,269.20963254,0.318153585376156,1
"DE148","DE148_2016",2,2016,27298.71076,56955.258497,293.5343222908,0.348392277395777,1
"DE149","DE149_2007",2,2007,34142.7948423,20239.3331348,1015.91064315,1.86809652534707,1
"DE149","DE149_2010",3,2010,34775.21328,19361.041409,343.613281,0.634719344686804,1
"DE149","DE149_2016",2,2016,33895.016484,20025.111692,852.6843801,1.58138418609979,1
"DE211","DE211_2010",1,2010,5922.448642,791.19065,166.155287,2.47489148244815,1
"DE212","DE212_2010",2,2010,4864.694212,932.481423,278.426197,4.80279043676068,1
"DE213","DE213_2016",1,2016,693.581998,805.47327,1.945085,0.129754055205388,1
"DE214","DE214_2016",1,2016,22219.910488,7718.92336,316.703473,1.05783503328122,1
"DE215","DE215_2010",1,2010,3509.68635778,14247.004414,31.243949,0.175955922201758,1
"DE216","DE216_2010",1,2010,2213.8833031,28731.39527,61.0547461,0.197299067629249,1
"DE216","DE216_2016",2,2016,2825.143263,27740.8,15.789750864,0.0516579865641296,1
"DE217","DE217_2007",1,2007,29827.013444,5890.195599,1389.193112,3.88942235191879,1
"DE218","DE218_2007",1,2007,14835.804957,10935.198293,556.21563,2.15830025942044,1
"DE219","DE219_2007",2,2007,47089.008586,7081.123355,3385.79441,6.2502975139283,1
"DE219","DE219_2010",3,2010,47226.172223,6602.253419,1561.166344,2.90026380184876,1
"DE219","DE219_2016",3,2016,46757.584662,6936,1464.498454,2.72751104851536,1
"DE21A","DE21A_2007",1,2007,44274.100101,13824.20373,1530.651763,2.63458941495514,1
"DE21A","DE21A_2010",1,2010,45411.490596,12957.322044,867.004051,1.48538922034855,1
"DE21B","DE21B_2007",2,2007,37658.835966,8413.214545,2889.21769,6.27108552355442,1
"DE21B","DE21B_2010",5,2010,38396.761248,7758.051411,1790.783962,3.87995066783313,1
"DE21B","DE21B_2016",5,2016,37749.568141,8023.999999,1180.9999995,2.58009162818129,1
"DE21C","DE21C_2010",2,2010,17423.671985,4335.554973,427.752203,1.96584282992063,1
"DE21C","DE21C_2016",2,2016,17260.717357,4460.420733,312.7222258,1.43971381473778,1
"DE21D","DE21D_2007",5,2007,136.775621,15200.592802,53.1437468,0.34649846919179,1
"DE21D","DE21D_2010",1,2010,108.8094748,15025.999999,38.190511,0.252335591446407,1
"DE21D","DE21D_2016",2,2016,231.55788,14931.63073,54.9999986308271,0.362720533559512,1
"DE21E","DE21E_2007",2,2007,19833.47215,17898.102114,728.38626,1.93044227336933,1
"DE21E","DE21E_2010",3,2010,20087.094413,16859.012504,333.35597891,0.902276333630738,1
"DE21F","DE21F_2007",2,2007,1353.6226367,25930.023888,65.985817,0.241851165093576,1
"DE21F","DE21F_2010",2,2010,1574.8276867,24655.227555,149.075434,0.568338238811647,1
"DE21F","DE21F_2016",2,2016,1839.4001227,23758.649999,29.6614837815,0.115873996810231,1
"DE21G","DE21G_2010",2,2010,33129.361502,15160.056099,632.9939,1.31083357689303,1
"DE21G","DE21G_2016",2,2016,33330.818371,14279.044077,257.67154658,0.541214641948255,1
"DE21H","DE21H_2007",3,2007,15495.7619677,3550.79747275,1208.7784081,6.34643969100721,1
"DE21H","DE21H_2010",3,2010,15391.8217665,3304.00970129,757.9390366,4.05405364241655,1
"DE21H","DE21H_2016",4,2016,15281.1759402,3668.40000062,339.046974416,1.78920613038968,1
"DE21I","DE21I_2007",1,2007,33624.606196,9474.835621,1812.937933,4.2064069894402,1
"DE21I","DE21I_2010",2,2010,33979.557958,8625.019207,794.834334,1.86560784518937,1
"DE21I","DE21I_2016",1,2016,33409.203108,8299.000002,759.636964,1.82131309276632,1
"DE21J","DE21J_2007",2,2007,29512.45485,7386.594144,3107.524805,8.42169348458087,1
"DE21J","DE21J_2010",4,2010,29246.040059,6376.0156219,2683.69273751,7.53379524626636,1
"DE21J","DE21J_2016",3,2016,30728.52587,6581.000001,1688.26299,4.52501861277271,1
"DE21K","DE21K_2010",1,2010,16801.4634913,47849.216044,156.2314572,0.241654779691366,1
"DE21K","DE21K_2016",3,2016,18539.957554,45510.450001,104.394892544601,0.162988646801283,1
"DE21L","DE21L_2007",1,2007,6721.293142,7208.739262,518.624066,3.72306431858032,1
"DE21L","DE21L_2010",3,2010,6908.534378,6847.007115,161.218335,1.17202463517733,1
"DE21L","DE21L_2016",2,2016,6742.340454,6765.650001,112.28860016789,0.831275388755744,1
"DE21M","DE21M_2007",2,2007,28313.58192,36505.707494,424.277089,0.654553749101055,1
"DE21M","DE21M_2016",2,2016,28344.544585,33866,170.674860856582,0.274350372585767,1
"DE21N","DE21N_2007",1,2007,3704.5106884,44898.252671,188.47111653,0.387778602496989,1
"DE21N","DE21N_2010",3,2010,4199.724323,43371.103313,31.8675573068,0.0669897054359502,1
"DE21N","DE21N_2016",4,2016,4995.294134,42788.469228,26.282159015388,0.0550022793648122,1
"DE221","DE221_2010",1,2010,2151.203277,299.4645,55.052589,2.24643215684637,1
"DE221","DE221_2016",1,2016,2017.138868,313.681608,48.944417,2.09987931305611,1
"DE224","DE224_2007",1,2007,32655.703143,11446.770609,2299.4273508,5.21382851159392,1
"DE225","DE225_2010",1,2010,4687.578926,21581.027412,30.2308917,0.115083728885412,1
"DE226","DE226_2007",1,2007,37989.389064,5455.0167604,3279.38221986,7.54845683265894,1
"DE226","DE226_2010",1,2010,38385.940674,5235.665198,2321.482594,5.32186412580038,1
"DE226","DE226_2016",2,2016,38046.999998,5741.203988,1394.7960109,3.18532363498157,1
"DE227","DE227_2007",3,2007,76392.910093,10455.405159,3748.17007497,4.31576601583378,1
"DE227","DE227_2010",6,2010,75333.311408,9425.113695,1770.536815,2.08892132298165,1
"DE227","DE227_2016",7,2016,74765.917859,9805.349525,1448.923118,1.71325695217631,1
"DE228","DE228_2007",1,2007,56511.156409,26167.469466,2577.281915384,3.1172287735896,1
"DE229","DE229_2007",2,2007,3615.40532,20517.221486,77.6605987,0.321807482145672,1
"DE229","DE229_2010",2,2010,3979.038709,18571.031491,34.2747016,0.151993768959531,1
"DE229","DE229_2016",3,2016,4254.018595,17755.008226,33.770101883,0.153437506154421,1
"DE22B","DE22B_2010",2,2010,51053.276059,14751.081936,2483.96668,3.77477534267372,1
"DE22B","DE22B_2016",2,2016,50697.328267,14511.054843,1860.13019532289,2.85259364917091,1
"DE22C","DE22C_2007",3,2007,47701.146503,4956.283071,2535.198206,4.81451188656533,1
"DE22C","DE22C_2010",6,2010,47980.757623,4340.201447,1784.549702,3.41077406400838,1
"DE22C","DE22C_2016",2,2016,48276.854942,4566.055659,1389.7893976,2.63003945428718,1
"DE234","DE234_2007",2,2007,32936.831797,14371.416125,2426.889142,5.12994931877706,1
"DE234","DE234_2010",3,2010,32728.98243,13369.419516,1207.469456,2.61933039981394,1
"DE234","DE234_2016",3,2016,33143.08459,13249.805047,958.86561434,2.06683744393294,1
"DE235","DE235_2007",2,2007,30330.046327,34108.299636,859.241163,1.33343143769297,1
"DE235","DE235_2010",3,2010,30553.476607,31811.425963,380.513155,0.610139901321744,1
"DE235","DE235_2016",3,2016,30912.658585,31378,284.060485196,0.456024212375889,1
"DE236","DE236_2016",1,2016,43024.707622,14129.745315,1155.471611,2.02166507004039,1
"DE237","DE237_2010",1,2010,29803.526693,17225.540178,429.182684,0.912590260779023,1
"DE237","DE237_2016",1,2016,30104.288305,16760.886648,295.1705021442,0.629829084048485,1
"DE238","DE238_2007",2,2007,56727.023403,9892.151892,3981.5033,5.97651244160452,1
"DE238","DE238_2010",4,2010,56314.797476,10114.043125,2727.492548,4.10588612314113,1
"DE238","DE238_2016",3,2016,57165.54494,10682.452265,2105.2965601,3.10296051000434,1
"DE239","DE239_2007",1,2007,39323.868078,16877.660406,2141.69,3.81073265758193,1
"DE239","DE239_2010",3,2010,40750.585203,16058.491499,616.3942776,1.08502780433025,1
"DE239","DE239_2016",4,2016,40212.579876,15424.847623,576.36819879,1.03593610398389,1
"DE242","DE242_2010",1,2010,1960.582226,1150.015632,47.388818,1.52346333931025,1
"DE245","DE245_2016",2,2016,37201.71588,9973.40415,1320.53692382,2.79922324093767,1
"DE246","DE246_2010",1,2010,28917.651228,18724.237218,930.2200471,1.95252555564493,1
"DE246","DE246_2016",1,2016,28247.61996379,19107.143941,814.753583131,1.72053140159059,1
"DE247","DE247_2010",2,2010,24959.896049,6839.990231,907.439414,2.85359326762976,1
"DE247","DE247_2016",1,2016,24744.385258,7037.308965,952.713496,2.997680014524,1
"DE248","DE248_2010",2,2010,14873.485732,8206.784583,1331.73932,5.77003346071946,1
"DE248","DE248_2016",5,2016,14718.548664,9149.690193,793.504708,3.3245213974691,1
"DE249","DE249_2007",1,2007,31276.486548,14001.272641,1545.8546,3.41415880045485,1
"DE249","DE249_2010",1,2010,32205.249998,13354.109798,489.893212,1.07528554877325,1
"DE249","DE249_2016",2,2016,31365.925499,13351.100054,818.298958887,1.82994944043657,1
"DE24A","DE24A_2010",2,2010,8710.62242,7296.25048,624.14752,3.89924705405764,1
"DE24B","DE24B_2007",1,2007,19302.75753,9873.336839,1921.217611,6.58490333456461,1
"DE24B","DE24B_2010",2,2010,19626.240574,9476.094576,999.702327,3.43512753133832,1
"DE24B","DE24B_2016",3,2016,19544.698992,9504.153609,672.1332774,2.31380318745141,1
"DE24C","DE24C_2007",2,2007,15218.75922,6124.643193,1536.010001,7.19665014639107,1
"DE24C","DE24C_2010",3,2010,14880.562138,5869.716632,1362.73946,6.56733085422543,1
"DE24C","DE24C_2016",3,2016,14820.124864,6277.821739,803.897216,3.81031022178097,1
"DE254","DE254_2010",1,2010,2282.226107,647.578163,157.402353,5.37245284989635,1
"DE254","DE254_2016",1,2016,2414.071694,703.100719,91.901343,2.94822777901955,1
"DE255","DE255_2007",1,2007,1112.282602,410.621743,93.438541,6.13554891394049,1
"DE255","DE255_2016",1,2016,680.261166,303.967438,6.739516,0.684751080451224,1
"DE256","DE256_2007",6,2007,72092.671367,35536.713737,2146.15004054,1.9940186766525,1
"DE256","DE256_2010",8,2010,72560.978011,34425.516283,1082.303462,1.01162625165174,1
"DE256","DE256_2016",7,2016,72922.719009,34970.801394,622.145223947,0.576628903777711,1
"DE257","DE257_2007",2,2007,13561.077513,5041.947988,1529.357147,8.22101301166195,1
"DE257","DE257_2010",1,2010,13067.391172,4705,1026.156687,5.7738808304911,1
"DE257","DE257_2016",2,2016,13534.39529067,4851.078258,480.204062095,2.61186670456872,1
"DE258","DE258_2016",1,2016,12485.698126,2983.759156,226.25184,1.46257128401824,1
"DE259","DE259_2010",1,2010,11652.730933,9624.611708,1468.21114,6.90035012723279,1
"DE259","DE259_2016",3,2016,11624.917957,10018.155544,895.577992,4.13794275548998,1
"DE25A","DE25A_2007",3,2007,53806.009258,14539.7206451,2307.23396286,3.37582752592031,1
"DE25A","DE25A_2010",3,2010,54119.468223,14049.615364,1267.769921,1.8597432359231,1
"DE25A","DE25A_2016",4,2016,53189.844104,14502.14304,822.193849,1.21461030129159,1
"DE25B","DE25B_2007",1,2007,22387.825589,10205.720186,1556.205991,4.77458329248009,1
"DE25B","DE25B_2010",2,2010,22845.870249,9490.652928,874.029058,2.70291599754197,1
"DE25B","DE25B_2016",2,2016,22870.057935,9324.909363,562.070934,1.74583477224068,1
"DE25C","DE25C_2007",1,2007,30786.865696,16041.7844111,1501.4407527,3.20624393243477,1
"DE25C","DE25C_2010",1,2010,30786.232688,15261.506065,1107.172403,2.40440124310744,1
"DE25C","DE25C_2016",2,2016,31738.913749,15117.963699,424.32946152,0.905586297317624,1
"DE262","DE262_2010",1,2010,353.514511,78.099163,32.386327,7.50354517266754,1
"DE262","DE262_2016",1,2016,316.552289,81.648772,12.213655,3.06720805045771,1
"DE264","DE264_2010",1,2010,7797.800566,5986.526259,438.731261,3.18282689151198,1
"DE264","DE264_2016",2,2016,7246.131462539,7093.130166,306.01983559416,2.13413942448123,1
"DE265","DE265_2010",5,2010,24077,12115.000004,1550.112304,4.28302471217031,1
"DE265","DE265_2016",5,2016,23532.24303,12975.26643,1365.283572,3.7397335293329,1
"DE266","DE266_2007",2,2007,35458.335589,10110.159193,3222.61701,7.07202865799501,1
"DE266","DE266_2010",2,2010,36047.989041,9984.999997,2109.639326,4.5828858175134,1
"DE266","DE266_2016",2,2016,36921.194957,11576.204406,1739.62515055,3.58704832300185,1
"DE267","DE267_2007",1,2007,32163.547795,7636.3143786,2748.132528,6.9048795094142,1
"DE267","DE267_2010",3,2010,32977.479131,7072.000002,1430.572075,3.57201168646719,1
"DE267","DE267_2016",3,2016,32983.151255,7568.198295,1432.47846089,3.53250502581609,1
"DE268","DE268_2010",3,2010,32555.4827081,3904.110511285,1094.71779178,3.00255075582674,1
"DE268","DE268_2016",5,2016,31948.3781896,4322.1979518,1109.99256955,3.06031138083586,1
"DE26A","DE26A_2010",3,2010,27997.568878,6935,2177.0833481,6.23224520276004,1
"DE26A","DE26A_2016",3,2016,27931.777195505,8129.346819,1914.34701439181,5.30861715131729,1
"DE26B","DE26B_2007",3,2007,40796.30324,4720.459647,3007.264863,6.6069392291052,1
"DE26B","DE26B_2010",4,2010,40638.35,4432.000003,1692.217039,3.75461259761098,1
"DE26B","DE26B_2016",4,2016,39812.048519,4215.281503,1600.656333,3.63559709889328,1
"DE26C","DE26C_2007",2,2007,51830.0674766,2777.42138625,3042.53136106,5.57163756183973,1
"DE26C","DE26C_2010",3,2010,50937.468447,2798,2126.694646,3.95771118678827,1
"DE26C","DE26C_2016",3,2016,52212.9645786,3431.193715,1727.80628241,3.10509914319025,1
"DE275","DE275_2010",1,2010,38067.289536,7641.296311,393.939779,0.861850726072847,1
"DE275","DE275_2016",1,2016,38272.640258,7654.282183,338.870786538,0.737847799345428,1
"DE276","DE276_2007",3,2007,32834.319729,16122.910623,1113.882675,2.27521587105978,1
"DE276","DE276_2010",2,2010,34847.106544,15186.012526,342.127961,0.683802983622384,1
"DE276","DE276_2016",3,2016,35822.5838699,14587.10975,332.2021198449,0.659004441387357,1
"DE277","DE277_2010",1,2010,36804.435042,7961.000836,331.17038,0.73979036170349,1
"DE277","DE277_2016",1,2016,36924.845576,8007.028493,344.883422073,0.767569635629658,1
"DE278","DE278_2010",1,2010,25575.291801,12452.253529,429.324445,1.12898279727065,1
"DE278","DE278_2016",1,2016,25683.807317,11769.036627,292.09155981,0.779891535731544,1
"DE279","DE279_2007",2,2007,15650.143256,7078.944825,349.241893,1.53654159707332,1
"DE279","DE279_2010",2,2010,15854.945291,6430.488381,266.540611,1.19603062216774,1
"DE279","DE279_2016",2,2016,16174.34383,6071.463556,145.96381972,0.656140805264095,1
"DE27A","DE27A_2010",2,2010,292.6533298,16083.945624,23.471956,0.143326194078616,1
"DE27A","DE27A_2016",2,2016,427.1239811179,15808.0040448,17.478074574,0.107655908509609,1
"DE27B","DE27B_2007",5,2007,7829.9289132,65358.858517,72.855892,0.0995451551502784,1
"DE27B","DE27B_2010",5,2010,9098.7874334,63839.295795,54.88012982,0.0752420784738023,1
"DE27B","DE27B_2016",4,2016,10659.575623311,62399.012141,20.4719212810265,0.028021238717438,1
"DE27C","DE27C_2007",4,2007,22099.458571,50038.118663,213.986515,0.296636681193035,1
"DE27C","DE27C_2010",6,2010,24451.194893,46896.995412,217.4446816,0.304765517766414,1
"DE27C","DE27C_2016",6,2016,29088.71678,42132.036899,127.376063602325,0.178846834697121,1
"DE27D","DE27D_2010",3,2010,56707.574354,14589.991307,498.431699,0.699086559799115,1
"DE27D","DE27D_2016",4,2016,57539.169474,14732.065154,343.358396375,0.475096901474509,1
"DE27E","DE27E_2007",1,2007,76.010556,58203.683865,54.310922,0.0931901282935177,1
"DE27E","DE27E_2010",2,2010,128.726934,56265.613035,34.420061,0.0610346020875867,1
"DE27E","DE27E_2016",5,2016,611.3244605,56936.004011,14.1395750857,0.0245703414237597,1
"DE300","DE300_2007",2,2007,1363.651111,639.942285,286.231405,14.2859027970164,1
"DE300","DE300_2010",3,2010,1845.717247,686,156.081586,6.16504809867498,1
"DE300","DE300_2016",5,2016,990.383314,798.784873,48.011548,2.6834563876582,1
"DE401","DE401_2007",1,2007,3257.258492,1628.9687,475.740812,9.73636290958613,1
"DE401","DE401_2016",1,2016,3232.680505,505.648331,86.223999,2.30648513768145,1
"DE402","DE402_2007",2,2007,3554.386785,1468.829953,233.759379,4.65357939329274,1
"DE402","DE402_2010",2,2010,3789.468464,1378,71.976294,1.39287340602917,1
"DE403","DE403_2010",1,2010,5346.338237,536.85,310.418856,5.27637130574444,1
"DE403","DE403_2016",1,2016,5124.346736,594.11042,327.690099,5.73039353204171,1
"DE405","DE405_2007",6,2007,35650.337842,8060.339096,4390.1524906,10.0436616363253,1
"DE405","DE405_2010",6,2010,38610.788534,9572,2002.2167,4.15546040592305,1
"DE405","DE405_2016",6,2016,38927.266837,9332.126693,1574.89066897,3.26338678083674,1
"DE406","DE406_2007",8,2007,45713.1033297,20380.8747724,6369.7703428,9.63744432656205,1
"DE406","DE406_2010",10,2010,48498.191255,20308.999998,3025.685891297,4.39733963296326,1
"DE406","DE406_2016",10,2016,48628.5539415,20872.772656,2214.648404435,3.18648364406135,1
"DE407","DE407_2007",6,2007,60586.593038,22609.186958,7468.1399978,8.97658510823393,1
"DE407","DE407_2010",5,2010,65003.9851625,21987.999996,2894.025132,3.32677214656852,1
"DE407","DE407_2016",3,2016,64059.81073,23236,2419.569725635,2.77169053749734,1
"DE408","DE408_2007",9,2007,53139.095955,27944.417996,6273.467522,7.73704445738643,1
"DE408","DE408_2010",12,2010,59353.555062,29820.999997,4165.443912,4.6711126388509,1
"DE408","DE408_2016",10,2016,55905.038675,29166.980426,3304.965161,3.88490269294802,1
"DE409","DE409_2007",7,2007,109408.6243707,8143.943225384,9986.07519637,8.49498688168396,1
"DE409","DE409_2010",9,2010,115559.363757,7743.5751261,4020,3.26026292350683,1
"DE409","DE409_2016",7,2016,113686.984537,8984.4532907,3556.963908475,2.89958605806103,1
"DE40A","DE40A_2007",5,2007,40941.850765665,22108.820655,6243.0103305566,9.90157628759277,1
"DE40A","DE40A_2010",9,2010,43739.05077174,22011.0000018,2584.238031,3.93039701201263,1
"DE40A","DE40A_2016",10,2016,43183.465343517,22291.042234,2090.9731740112,3.19356838466581,1
"DE40B","DE40B_2007",9,2007,29033.12946,7512.068923,3253.34639767,8.90225403505644,1
"DE40B","DE40B_2010",10,2010,30639.1163367,6775.5672629,1132.2555462,3.02623311830467,1
"DE40B","DE40B_2016",4,2016,29405.92782748,7244.537513,1409.95102945281,3.84702081229931,1
"DE40C","DE40C_2007",8,2007,57025.64420858,13375.8767211,7061.8530329,10.0308245328303,1
"DE40C","DE40C_2010",9,2010,60801.352751,14000.999999,4101.647198,5.4833130873681,1
"DE40C","DE40C_2016",5,2016,60794.05580942,14724.988814,2623.99730493433,3.47461665864424,1
"DE40D","DE40D_2007",7,2007,81193.403543,34722.488604,9922.530144,8.56011195722553,1
"DE40D","DE40D_2010",11,2010,85458.311788,33514.000002,6185.290555,5.19893281213007,1
"DE40D","DE40D_2016",12,2016,88265.033088,33987.000002,4290.869474,3.5098553091883,1
"DE40E","DE40E_2007",9,2007,67109.17806773,27923.376717396,12687.207652,13.3503804887562,1
"DE40E","DE40E_2010",8,2010,71676.29405887,27617.99999916,5465.308778,5.50415190504899,1
"DE40E","DE40E_2016",10,2016,73675.146152125,28234,3473.02462517,3.40796165634205,1
"DE40F","DE40F_2007",10,2007,92352.166776,36222.6083877,9728.030162,7.56604874448692,1
"DE40F","DE40F_2010",13,2010,97933.599583,35164.577536,5171.566023,3.88552731144937,1
"DE40F","DE40F_2016",12,2016,99304.685033,34726.402463,3272.990979,2.44196405486725,1
